TLT490GB02B;20L8;T490 i5-8265U/16GB/256M2/FHD/C/W11P;3;280;Premium;TEQCYCLE;NOTEBOOK;2YR RTB;2 Year Return to Base Warranty;GB;GB;THINKPAD T490;TLT490GB02B;5707271560671;n/a;1920 x 1080 (FHD);14";256GB SSD M.2;n/a;16GB DDR4;Integrated;n/a;Intel Core i5-8265U;Windows 11 Pro;WiFi;14";Black;ES.FOXWAY.DK/ITEM/TLT490GB02B;0;n/a;Yes; 
TLT490ES06B;20N2;T490 i5-8365U/16GB/256M2/FHD/C/W11P;25;280;Premium;TEQCYCLE;NOTEBOOK;2YR RTB;2 Year Return to Base Warranty;ES;ES;THINKPAD T490;TLT490ES06B;5707271569407;Bluetooth;1920 x 1080 (FHD);14";256GB SSD M.2;n/a;16GB DDR4;n/a;n/a;Intel Core i5-8365U;Windows 11 Pro;WiFi;n/a;n/a;ES.FOXWAY.DK/ITEM/TLT490ES06B;0;n/a;Yes; 
TLT490FR06B;20N2;T490 i5-8365U/16GB/256M2/FHD/C/W11P;50;280;Premium;TEQCYCLE;NOTEBOOK;2YR RTB;2 Year Return to Base Warranty;MH;FR;THINKPAD T490;TLT490FR06B;5707271569391;n/a;1920 x 1080 (FHD);14";256GB SSD M.2;n/a;16GB DDR4;Integrated Graphics;n/a;Intel Core i5-8365U;Windows 11 Pro;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/TLT490FR06B;0;n/a;Yes; 
TLT490GB06B;20N2;T490 i5-8365U/16GB/256M2/FHD/C/W11P;50;280;Premium;TEQCYCLE;NOTEBOOK;2YR RTB;2 Year Return to Base Warranty;GB;GB;THINKPAD T490;TLT490GB06B;5707271567595;Bluetooth;1920 x 1080 (FHD);14";256GB SSD M.2;n/a;16GB DDR4;n/a;n/a;Intel Core i5-8365U;Windows 11 Pro;WiFi;n/a;n/a;ES.FOXWAY.DK/ITEM/TLT490GB06B;0;n/a;Yes; 
TLT490IT06B;20N2;T490 i5-8365U/16GB/256M2/FHD/C/W11P;18;280;Premium;TEQCYCLE;NOTEBOOK;2YR RTB;2 Year Return to Base Warranty;IT;IT;THINKPAD T490;TLT490IT06B;5707271569414;Bluetooth;1920 x 1080 (FHD);14";256GB SSD M.2;n/a;16GB DDR4;n/a;n/a;Intel Core i5-8365U;Windows 11 Pro;WiFi;n/a;n/a;ES.FOXWAY.DK/ITEM/TLT490IT06B;0;n/a;Yes; 
TLT490MX06B;20N2;T490 i5-8365U/16GB/256M2/FHD/C/W11P;13;280;Premium;TEQCYCLE;NOTEBOOK;2YR RTB;2 Year Return to Base Warranty;NORDICS;NORDICS;THINKPAD T490;TLT490MX06B;5707271569384;Bluetooth;1920 x 1080 (FHD);14";256GB SSD M.2;n/a;16GB DDR4;n/a;n/a;Intel Core i5-8365U;Windows 11 Pro;WiFi;n/a;n/a;ES.FOXWAY.DK/ITEM/TLT490MX06B;0;n/a;Yes; 
TLT490SMX26B;20NX;T490s i7-8665U/16GB/256M2/FHD/C/W11P;1;293;Premium;TEQCYCLE;NOTEBOOK;2YR RTB;2 Year Return to Base Warranty;NORDICS;NORDICS;THINKPAD T490S;n/a;5707271583212;n/a;1920x1080;14";256GB SSD NVMe;n/a;16GB;Intel(R) HD Graphics 620;n/a;Intel Core i7-8665U;Windows 11 Pro;n/a;14";Black;ES.FOXWAY.DK/ITEM/TLT490SMX26B;0;n/a;Yes; 
TLX390FR06B;20Q0;X390 i5-8365U/16GB/256M2/FHD/C/W11P;12;248;Premium;TEQCYCLE;NOTEBOOK;2YR RTB;2 Year Return to Base Warranty;MH;FR;THINKPAD X390;TLX390FR06B;5707271568776;n/a;1920 x 1080 (FHD);13";256GB SSD M.2;n/a;16GB DDR4;Integrated Graphics;n/a;Intel Core i5-8365U;Windows 11 Pro;WiFi;n/a;n/a;ES.FOXWAY.DK/ITEM/TLX390FR06B;0;n/a;Yes; 
TLL590US10B;20Q8;L590 i3-8145UU/16GB/256M2/FHD/C/W11P;3;316;Premium;TEQCYCLE;NOTEBOOK;2YR RTB;2 Year Return to Base Warranty;GB;US;THINKPAD L590;TLL590US10B;5707271582864;n/a;1920 x 1080 (FHD);15";256GB SSD M.2;n/a;16GB DDR4;Integrated Graphics;n/a;Intel Core i3-8145U;Windows 11 Pro;WiFi;n/a;n/a;ES.FOXWAY.DK/ITEM/TLL590US10B;0;n/a;Yes; 
TLX1YG4DE06B-NOTOUCH;20QG;X1 Yoga G4 i5-8365U/16GB/256M2/FHD/B/C/W11P;1;309;Premium;LENOVO;NOTEBOOK;2YR RTB;2 Year Return to Base Warranty;MH;DE;THINKPAD X1 YOGA G4;n/a;5707271580532;n/a;1920 x 1080 (FHD);14";256GB SSD M.2 NVMe;n/a;16GB DDR4;Integrated Graphics;n/a;Intel Core i5-8365U;Windows 11 Pro;WiFi;n/a;n/a;ES.FOXWAY.DK/ITEM/TLX1YG4DE06B-NOTOUCH;0;n/a;Yes; 
TLX1YG4ES06B;20QG;X1 Yoga G4 i5-8365U/16GB/256M2/FHD/MT/B/C/W11P;8;349;Premium;TEQCYCLE;NOTEBOOK;2YR RTB;2 Year Return to Base Warranty;ES;ES;THINKPAD X1 YOGA G4;TLX1YG4ES06B;5707271569025;Bluetooth 5.0;1920 x 1080;14";256GB SSD NVMe M.2;n/a;16GB;Intel UHD Graphics;n/a;Intel Core i5 8365U;Windows 11 Pro;WiFi;14" - IPS;Black;ES.FOXWAY.DK/ITEM/TLX1YG4ES06B;0;n/a;Yes; 
TLX1YG4FR06B;20QG;X1 Yoga G4 i5-8365U/16GB/256M2/FHD/MT/B/C/W11P;26;349;Premium;TEQCYCLE;NOTEBOOK;2YR RTB;2 Year Return to Base Warranty;MH;FR;THINKPAD X1 YOGA G4;TLX1YG4FR06B;5707271569032;Bluetooth 5.0;1920 x 1080;14";256GB SSD NVMe M.2;n/a;16GB;Intel UHD Graphics;n/a;Intel Core i5 8365U;Windows 11 Pro;WiFi;14" - IPS;Black;ES.FOXWAY.DK/ITEM/TLX1YG4FR06B;0;n/a;Yes; 
TLX1YG4GB06B-NOTOUCH;20QG;X1 Yoga G4 i5-8365U/16GB/256M2/FHD/B/C/W11P;2;309;Premium;LENOVO;NOTEBOOK;2YR RTB;2 Year Return to Base Warranty;GB;GB;THINKPAD X1 YOGA G4;n/a;5707271580549;n/a;1920 x 1080 (FHD);14";256GB SSD M.2 NVMe;n/a;16GB DDR4;Integrated Graphics;n/a;Intel Core i5-8365U;Windows 11 Pro;WiFi;n/a;n/a;ES.FOXWAY.DK/ITEM/TLX1YG4GB06B-NOTOUCH;0;n/a;Yes; 
TLT495SMX06B;20QJ;T495s R5 Pro 3500U/16GB/256M2/FHD/C/W11P;10;266;Premium;TEQCYCLE;NOTEBOOK;2YR RTB;2 Year Return to Base Warranty;NORDICS;NORDICS;THINKPAD T495S;TLT495SMX06B;5707271582383;n/a;1920 x 1080 (FHD);14";256GB SSD M.2;n/a;16GB DDR4;Integrated Graphics;n/a;Ryzen 5 PRO 3500U;Windows 11 Pro;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/TLT495SMX06B;0;n/a;Yes; 
TLT14G1DE06B;20S0;T14 G1 i5-10310U/16GB/256M2/FHD/B/C/W11P;2;423;Premium;TEQCYCLE;NOTEBOOK;2YR RTB;2 Year Return to Base Warranty;MH;DE;THINKPAD T14 G1;TLT14G1DE06B;5707271569186;n/a;1920 x 1080 (FHD);14";256GB M.2 NVMe;n/a;16GB DDR4;Integrated Graphics;n/a;Intel Core i5-10310U;Windows 11 Pro;WiFi;n/a;n/a;ES.FOXWAY.DK/ITEM/TLT14G1DE06B;0;n/a;Yes; 
TLT14G1FR06B;20S0;T14 G1 i5-10310U/16GB/256M2/FHD/B/C/W11P ;19;423;Premium;TEQCYCLE;NOTEBOOK;2YR RTB;2 Year Return to Base Warranty;MH;FR;THINKPAD T14 G1;TLT14G1FR06B;5707271569193;Bluetooth;1920 x 1080 (FHD);14";256GB SDD M.2;n/a;16GB DDR4;Integrated Graphics;n/a;Intel Core i5-10310U;Windows 11 Pro;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/TLT14G1FR06B;0;n/a;Yes; 
TLT14G1GB06B;20S0;T14 G1 i5-10310U/16GB/256M2/FHD/B/C/W11P ;42;423;Premium;TEQCYCLE;NOTEBOOK;2YR RTB;2 Year Return to Base Warranty;GB;GB;THINKPAD T14 G1;TLT14G1GB06B;5707271569209;n/a;1920 x 1080 (FHD);14";256GB M.2 NVMe;n/a;16GB DDR4;integraded Graphics;n/a;Intel Core i5-10310U;Windows 11 Pro;WiFi;n/a;n/a;ES.FOXWAY.DK/ITEM/TLT14G1GB06B;0;n/a;Yes; 
TLT14G1MX06B;20S0;T14 G1 i5-10310U/16GB/256M2/FHD/B/C/W11P;50;423;Premium;TEQCYCLE;NOTEBOOK;2YR RTB;2 Year Return to Base Warranty;NORDICS;NORDICS;THINKPAD T14 G1;TLT14G1MX06B;5707271569179;Bluetooth;1920 x 1080 (FHD);14";256GB SSD M.2;n/a;16GB DDR4;Integrated Graphics;n/a;Intel Core i5-10310U;Windows 11 Pro;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/TLT14G1MX06B;0;n/a;Yes; 
TLT14G1MX32B;20S0;T14 G1 i7-10610U/32GB/512M2/FHD/C/W11P;15;510;Premium;TEQCYCLE;NOTEBOOK;2YR RTB;2 Year Return to Base Warranty;NORDICS;NORDICS;THINKPAD T14 G1;TLT14G1MX32B;5707271569254;n/a;1920 x 1080 (FHD);14";512GB NVMe M.2;n/a;32GB RAM;Integraded;n/a;Intel Core i7-10610U;Windows 11 Pro;WiFi;n/a;n/a;ES.FOXWAY.DK/ITEM/TLT14G1MX32B;0;n/a;Yes; 
TAMBA2020US01B;A2337;MacBook Air 13" (2020) M1 8GB/256M2/WQXGA/C/MACOS;9;624;Premium;TEQCYCLE;NOTEBOOK;2YR RTB;2 Year Return to Base Warranty;n/a;US;n/a;TAMBA2020US01B;5707271575934;n/a;1920 x 1080 (FHD);13";256GB SSD M.2;n/a;8GB DDR4;Integrated Graphics;n/a;M1;Apple;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/TAMBA2020US01B;0;n/a;n/a; 
TAMBA2020US01SB;A2337;MacBook Air 13" (2020) M1 8GB/256M2/WQXGA/C/MACOS;27;624;Premium;TEQCYCLE;NOTEBOOK;2YR RTB;2 Year Return to Base Warranty;n/a;US;n/a;n/a;5707271575941;n/a;1920 x 1080 (FHD);13";256GB SSD M.2;n/a;8GB DDR4;Integrated Graphics;n/a;M1;Apple;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/TAMBA2020US01SB;0;n/a;n/a; 
TH840G6DE05B;HP EliteBook 840 G6;840 G6 i5-8365U/8GB/256M2/FHD/C/W11P;1;267;Premium;TEQCYCLE;NOTEBOOK;2YR RTB;2 Year Return to Base Warranty;MH;DE;ELITEBOOK 840 G6;TH840G6DE05B;5707271582475;n/a;1920x1080;14";256GB SSD NVMe;n/a;8GB;n/a;n/a;Intel Core i5-8365U;Windows 11 Pro;n/a;n/a;Silver;ES.FOXWAY.DK/ITEM/TH840G6DE05B;0;n/a;Yes; 
TH840G6DE06B;HP EliteBook 840 G6;840 G6 i5-8365U/16GB/256M2/FHD/C/W11P;10;280;Premium;TEQCYCLE;NOTEBOOK;2YR RTB;2 Year Return to Base Warranty;MH;DE;ELITEBOOK 840 G6;TH840G6DE06B;5707271569247;n/a;1920 x 1080 (FHD);14";256GB NVMe M.2;n/a;16GB DDR4;Integrated Graphics;n/a;Intel Core i5-8365U;Windows 11 Pro;WiFi;14";Silver;ES.FOXWAY.DK/ITEM/TH840G6DE06B;0;n/a;Yes; 
TH840G6GB06B;HP EliteBook 840 G6;840 G6 i5-8365U/16GB/256M2/FHD/C/W11P;19;280;Premium;TEQCYCLE;NOTEBOOK;2YR RTB;2 Year Return to Base Warranty;GB;GB;ELITEBOOK 840 G6;TH840G6GB06B;5707271569216;n/a;1920 x 1080 (FHD);14";256GB NVMe M.2;n/a;16GB DDR4;Integrated Graphics;n/a;Intel Core i5-8365U;Windows 11 Pro;WiFi;14";Silver;ES.FOXWAY.DK/ITEM/TH840G6GB06B;0;n/a;Yes; 
TH840G6IT05B;HP EliteBook 840 G6;840 G6 i5-8365U/8GB/256M2/FHD/C/W11P;1;267;Premium;TEQCYCLE;NOTEBOOK;2YR RTB;2 Year Return to Base Warranty;IT;IT;ELITEBOOK 840 G6;TH840G6IT05B;5707271582482;n/a;1920x1080;14";256GB SSD NVMe;n/a;8GB;n/a;n/a;Intel Core i5-8365U;Windows 11 Pro;n/a;n/a;Silver;ES.FOXWAY.DK/ITEM/TH840G6IT05B;0;n/a;Yes; 
TH850G6FR06B;HP EliteBook 850 G6;850 G6 i5-8365U/16GB/256M2/FHD/C/W11P;20;383;Premium;TEQCYCLE;NOTEBOOK;2YR RTB;2 Year Return to Base Warranty;MH;FR;ELITEBOOK 850 G6;TH850G6FR06B;5707271569292;n/a;1920 x 1080 (FHD);15";256GB SSD M.2;n/a;16GB DDR4;Integrated Graphics;n/a;Intel Core i5-8365U;Windows 11 Pro;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/TH850G6FR06B;0;n/a;Yes; 
TH850G6IT06B;HP EliteBook 850 G6;850 G6 i5-8365U/16GB/256M2/FHD/C/W11P;15;383;Premium;TEQCYCLE;NOTEBOOK;2YR RTB;2 Year Return to Base Warranty;IT;IT;ELITEBOOK 850 G6;TH850G6IT06B;5707271569322;n/a;1920 x 1080 (FHD);15";256GB SSD M.2;n/a;16GB DDR4;Integrated Graphics;n/a;Intel Core i5-8365U;Windows 11 Pro;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/TH850G6IT06B;0;n/a;Yes; 
TH850G6MX06B;HP EliteBook 850 G6;850 G6 i5-8365U/16GB/256M2/FHD/C/W11P;32;383;Premium;TEQCYCLE;NOTEBOOK;2YR RTB;2 Year Return to Base Warranty;NORDICS;NORDICS;ELITEBOOK 850 G6;TH850G6MX06B;5707271569285;n/a;1920 x 1080 (FHD);15";256GB SSD M.2;n/a;16GB DDR4;Integrated Graphics;n/a;Intel Core i5-8365U;Windows 11 Pro;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/TH850G6MX06B;0;n/a;Yes; 
THX3601040G7DE26B;HP EliteBook X360 1040 G7;X360 1040 G7 i7-10610U/16GB/256M2/FHD/MT/C/W11P;29;463;Premium;TEQCYCLE;NOTEBOOK;2YR RTB;2 Year Return to Base Warranty;MH;DE;ELITEBOOK X360 1040 G7;THX3601040G7DE26B;5707271567991;Bluetooth;1920 x 1080 (FHD);14";256GB SSD M.2;n/a;16GB DDR4;Integrated Graphics;n/a;Intel Core i7-10610U;Windows 11 Pro;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/THX3601040G7DE26B;0;n/a;Yes; 
THX3601040G7GB26B;HP EliteBook X360 1040 G7;X360 1040 G7 i7-10610U/16GB/256M2/FHD/MT/C/W11P;2;463;Premium;TEQCYCLE;NOTEBOOK;2YR RTB;2 Year Return to Base Warranty;MH;GB;ELITEBOOK X360 1040 G7;THX3601040G7GB26B;5707271567984;Bluetooth;1920 x 1080 (FHD);14";256GB SSD M.2;n/a;16GB DDR4;Integrated Graphics;n/a;Intel Core i7-10610U;Windows 11 Pro;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/THX3601040G7GB26B;0;n/a;Yes; 
THX3601040G7MX26B;HP EliteBook X360 1040 G7;X360 1040 G7 i7-10610U/16GB/256M2/FHD/MT/C/W11P;4;463;Premium;TEQCYCLE;NOTEBOOK;2YR RTB;2 Year Return to Base Warranty;NORDICS;NORDICS;ELITEBOOK X360 1040 G7;THX3601040G7MX26B;5707271567960;Bluetooth;1920 x 1080 (FHD);14";256GB SDD M.2;n/a;16GB DDR4;Integrated Graphics;n/a;Intel Core i7-10610U;Windows 11 Pro;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/THX3601040G7MX26B;0;n/a;Yes; 
THX3601040G7US26B;HP EliteBook X360 1040 G7;X360 1040 G7 i7-10610U/16GB/256M2/FHD/MT/C/W11P;6;463;Premium;TEQCYCLE;NOTEBOOK;2YR RTB;2 Year Return to Base Warranty;US/I;US/I;ELITEBOOK X360 1040 G7;THX3601040G7US26B;5707271573282;n/a;1920 x 1080 (FHD);14";256GB SSD M.2;n/a;16GB DDR4;Integrated Graphics;n/a;Intel Core i7-10610U;Windows 11 Pro;WiFi;n/a;n/a;ES.FOXWAY.DK/ITEM/THX3601040G7US26B;0;n/a;Yes; 
TLT490DE01P-2ND;20L8;T490 i5-8265U/8GB/256M2/FHD/C/W11P;24;262;2ND;TEQCYCLE;NOTEBOOK;3YR RTB;3 Year Return to Base Warranty;MH;DE;THINKPAD T490;n/a;5707271580419;Bluetooth;1920 x 1080 (FHD);14";256GB SSD M2;n/a;8GB DDR4;Integrated Graphics;n/a;Intel Core i5-8265U;Windows 11 Pro;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/TLT490DE01P-2ND;0;n/a;Yes; 
TLT490IT01P-2ND;20N2;T490 i5-8265U/8GB/256M2/FHD/C/W11P;19;262;2ND;TEQCYCLE;NOTEBOOK;3YR RTB;3 Year Return to Base Warranty;IT;IT;THINKPAD T490;n/a;5707271580471;Bluetooth 5.0;1920x1080;14";256GB SSD NVMe;n/a;8GB;Intel(R) UHD Graphics 620;n/a;Intel Core i5-8265U;Windows 11 Pro;WiFi;14" - IPS;Black;ES.FOXWAY.DK/ITEM/TLT490IT01P-2ND;0;n/a;Yes; 
TLX390FR06B-2ND;20Q0;X390 i5-8365U/16GB/256M2/FHD/C/W11P;1;228;2ND;TEQCYCLE;NOTEBOOK;2YR RTB;2 Year Return to Base Warranty;MH;FR;THINKPAD X390;n/a;5707271581157;n/a;1920 x 1080 (FHD);13";256GB SSD M.2;n/a;16GB DDR4;Integrated Graphics;n/a;Intel Core i5-8365U;Windows 11 Pro;WiFi;n/a;n/a;ES.FOXWAY.DK/ITEM/TLX390FR06B-2ND;0;n/a;Yes; 
TH850G6MX06B-2ND;HP EliteBook 850 G6;850 G6 i5-8365U/16GB/256M2/FHD/C/W11P;4;342;2ND;TEQCYCLE;NOTEBOOK;2YR RTB;2 Year Return to Base Warranty;NORDICS;NORDICS;ELITEBOOK 850 G6;n/a;5707271581843;n/a;1920 x 1080 (FHD);15";256GB SSD M.2;n/a;16GB DDR4;Integrated Graphics;n/a;Intel Core i5-8365U;Windows 11 Pro;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/TH850G6MX06B-2ND;0;n/a;Yes; 
00UR905;n/a;ANTENNA WWAN WLAN Kit Speed for T460s;4;21;NEW;LENOVO;NOTE-OPT;1YM;1 Year Manufacturer Warranty;n/a;n/a;n/a;00UR905;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/00UR905;0;n/a;n/a; 
01AJ937;n/a;Tiny Optional slot - 3rd DisplayPort (DP) for *20;5;54;NEW;LENOVO;NOTE-OPT;n/a;n/a;n/a;n/a;n/a;01AJ937;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/01AJ937;0;n/a;n/a; 
01AX588;n/a;Thinkpad Keyboard T470/T13 NL - BL;7;47;NEW;LENOVO;NOTE-OPT;1YM;1 Year Manufacturer Warranty;n/a;NL;n/a;01AX588;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/01AX588;0;n/a;n/a; 
01FR024;n/a;Lenovo 65W Standard AC Adapter USB-C;1;22;NEW;LENOVO;NOTE-OPT;1YM;1 Year Manufacturer Warranty;n/a;n/a;n/a;01FR024;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/01FR024;0;n/a;n/a; 
01FR024-BOXED;n/a;Lenovo 65W Standard AC Adapter USB-C - EU;49;22;NEW;LENOVO;NOTE-OPT;1YM;1 Year Manufacturer Warranty;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/01FR024-BOXED;0;n/a;n/a; 
01HW957;n/a;ThinkPad X270 Bezel w. FP;1;54;NEW;LENOVO;NOTE-OPT;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/01HW957;0;n/a;n/a; 
01LW320;n/a;Sim tray;5;34;NEW;LENOVO;NOTE-OPT;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/01LW320;0;n/a;n/a; 
01LX856;n/a;Keyboard removal tool 80-series;48;7;NEW;LENOVO;NOTE-OPT;1YM;1 Year Manufacturer Warranty;n/a;n/a;n/a;01LX856;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/01LX856;0;n/a;n/a; 
02DC095;n/a;Yoga Cover Leia NWFC;1;37;NEW;LENOVO;NOTE-OPT;n/a;n/a;n/a;n/a;n/a;02DC095;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/02DC095;0;n/a;n/a; 
02DL128;n/a;Lenovo 65W Standard AC Adapter USB-C;50;23;NEW;LENOVO;NOTE-OPT;n/a;n/a;n/a;n/a;n/a;02DL128;5706998935762;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/02DL128;0;n/a;n/a; 
0A61770;n/a;ThinkPad 12,5" Privacy filter (X220);14;24;NEW;LENOVO;NOTE-OPT;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;0A61770;6457435805894;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/0A61770;0;n/a;n/a; 
0B47397;n/a;CABLE_BO Tiny PC 0.5m VGA Cable;1;9;NEW;LENOVO;NOTE-OPT;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;0B47397;0887942001339;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/0B47397;0;n/a;n/a; 
0WY2C5;n/a;Dell Precision 3540/3541/3550/3551, Nordic BL;2;7;NEW;DELL;NOTE-OPT;1YR RTB;1 Year Return to Base Warranty;n/a;NORDICS;n/a;0WY2C5;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/0WY2C5;0;n/a;n/a; 
121500040;n/a;Lenovo Battery  6Cell - 4100mAh - Li-Ion;2;74;NEW;LENOVO;NOTE-OPT;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/121500040;0;n/a;n/a; 
133-91;n/a;Dongle WiFi Sandberg;1;20;NEW;SANDBERG;NOTE-OPT;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/133-91;0;n/a;n/a; 
1P3K6AA#ABB;n/a;HP 65W USB-C LC Power Adapter - EU;6;21;NEW;HP;NOTE-OPT;1YM;1 Year Manufacturer Warranty;n/a;n/a;n/a;1P3K6AA#ABB;0195122442972;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/1P3K6AA%23ABB;0;n/a;n/a; 
20QLZ4UZ00;n/a;ThinkReality A6 MTM 845 4G+64G;12;671;NEW;LENOVO;NOTE-OPT;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;20QLZ4UZ00;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/20QLZ4UZ00;0;n/a;n/a; 
20QLZ4V000;n/a;ThinkReality A6 MTM 845 4G+64G;50;604;NEW;LENOVO;NOTE-OPT;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;20QLZ4V000;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/20QLZ4V000;0;n/a;n/a; 
20UTZ9EE00;n/a;Lenovo Mirage VR S3 835 6G+64G;3;74;NEW;LENOVO;NOTE-OPT;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;20UTZ9EE00;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/20UTZ9EE00;0;n/a;n/a; 
286J4AA#UUW;n/a;HP USB 225 Wired Mouse and Keyboard, Nordic;8;21;NEW;HP;NOTE-OPT;1YR CCR;1 Year Carry-in Warranty;n/a;NORDICS;n/a;286J4AA#UUW;0195161434150;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/286J4AA%23UUW;0;n/a;n/a; 
40B00135EU;n/a;ThinkPad Universal Thunderbolt 4 Dock;500;176;NEW;LENOVO;NOTE-OPT;1YM;1 Year Manufacturer Warranty;n/a;n/a;n/a;40B00135EU;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/40B00135EU;0;n/a;n/a; 
4X20V24678;n/a;Lenovo ThinkPad Slim 65W AC Adapter USB-C;1;33;NEW;LENOVO;NOTE-OPT;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;n/a;0194552745738;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/4X20V24678;0;n/a;n/a; 
4X41A30365;n/a;ThinkPad Essential Plus 15.6" Topload ;50;29;NEW;LENOVO;NOTE-OPT;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;4X41A30365;0195235991183;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/4X41A30365;0;n/a;n/a; 
4X41C12469;n/a;ThinkPad Essential 16" Topload case (Eco);50;20;NEW;LENOVO;NOTE-OPT;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;4X41C12469;0195477802698;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/4X41C12469;0;n/a;n/a; 
4X41M69794;n/a;ThinkPad 16" Professional Backpack G2;50;56;NEW;LENOVO;NOTE-OPT;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;4X41M69794;0195892091189;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/4X41M69794;0;n/a;n/a; 
